id,subject_type,subject_id,field,value,statement,attribution,source_id,evidence_quote,evidence_date,method,verified_at,confidence,status,supersedes_id,superseded_by,supersede_reason,batch_label,created_at
578,incident,142,action,"police raid, September 12, 2003",Police raided the newspaper's offices the day after the ruling and ordered journalists to leave the building.,,348,"police raided the newspaper's offices and ordered all journalists to leave the building, using the Supreme Court's declaration as a pretext",2004-03-11,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:24Z
579,incident,142,status,"new licenses, May 27, 2010",Zimbabwe's Media Commission granted the Daily News and other independent papers new licenses in May 2010.,,349,"Zimbabwe's Media Commission granted publishing licenses on May 27, 2010, marking the first time in nearly seven years that independent dailies would be allowed to print domestically.",2010-05-27,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:25Z
580,incident,143,action,"terrestrial broadcast ends, February 2021",Klubradio's terrestrial broadcasting ceased in February 2021 after the Media Council denied its license renewal the previous September.,,350,Terrestrial broadcasting ceased,2021-11-09,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:30Z
581,incident,143,action,owner acknowledges an error,Klubradio's owner acknowledged the station had not completed a form correctly on its tender application.,,350,One of our gravest mistakes in that application – according to the Media Council – was that we did not complete a form correctly.,2021-11-09,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:30Z
582,incident,143,status,"Curia upholds decision, September 2021","Hungary's highest court, the Curia, upheld the Media Council's decision in September 2021.",,350,Hungary's highest court (the Curia) upholding the decision in September 2021,2021-11-09,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:31Z
583,incident,144,action,"license revoked, February 13, 2023",The license was announced revoked the Sunday after the article ran and took effect Monday morning despite a second apology.,,351,Hun Sen 'replied on Facebook saying he was standing by his closure order.',2023-02-13,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:37Z
584,incident,145,action,"order issued, June 2010","The judge's order banned any mention of the prisoner or the circumstances of his custody, and of the order itself.",,353,"banning ""any mention of Prisoner X or the circumstances of his custody"", and even prohibited mention of the order itself",2014-02-12,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:42Z
585,incident,146,action,"fines, February 22, 2023",RTUK fined Halk TV and TELE1 five percent of January revenue each and FOX TV Turkiye three percent over earthquake coverage.,,352,Halk TV: 5% of January revenue,2023-02-22,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:48Z
586,incident,146,action,five-episode suspension,RTUK suspended the next five episodes of the Halk TV and TELE1 programs that had aired the criticized coverage.,,352,The RTÜK also suspended the next five episodes of Halk TV and TELE1 programs that aired the criticism.,2023-02-22,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:49Z
587,incident,147,action,license requirement,"Egyptian law requires news websites to obtain a license from the Supreme Council for Media Regulation, founded in 2018.",,354,"Media websites in Egypt are required under this law to obtain a license from the SCMR, which was founded in 2018, while Al-Manassa was founded in 2016.",2020-10-26,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:54Z
588,incident,148,action,"22-year sentence, September 5, 2022",The court sentenced Safronov to 22 years in prison plus a fine and restricted freedom after release.,,355,"The 22-year prison sentence for Ivan Safronov, guilty of no other crime than doing his job as a journalist, is simply unacceptable",2022-09-05,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:31:59Z
589,incident,148,scope_of_action,2019 reporting on jet sales to Egypt,Safronov worked as a military correspondent for Kommersant and Vedomosti before the charges.,,355,Safronov worked as a military correspondent for Kommersant and Vedomosti newspapers.,2022-09-05,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:00Z
590,incident,148,status,detained since July 2020,Safronov had been detained since July 2020 and planned to appeal the sentence.,,355,Safronov has been detained since July 2020 and plans to appeal.,2022-09-05,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:01Z
591,incident,183,action,"nine-year sentence, December 14, 2021",The court sentenced Trang to nine years for distributing anti-state propaganda under Article 117.,,356,9 years in prison,2022-08-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:06Z
592,incident,183,scope_of_action,founding editor of The Vietnamese,Trang was the founding editor of the independent publication The Vietnamese.,,356,"Founding editor of The Vietnamese, an independent publication",2022-08-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:06Z
593,incident,183,effect_on_reporting,CPJ calls for release,CPJ's Southeast Asia representative said Vietnam would be taken seriously as a global actor only once it released wrongfully held journalists.,,356,"The sooner Vietnam releases all of the journalists it wrongfully holds behind bars, the sooner it will be taken seriously as a responsible global actor",2022-08-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:07Z
594,incident,149,action,sentences of 13 and 12 years,Hamedi and Mohammadi were sentenced to 13 and 12 years respectively on charges linked to their reporting on Amini's death.,,357,sentenced to serve 13- and 12-years respectively on charges linked to their reporting,2024-01-17,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:12Z
595,incident,149,scope_of_action,Mahsa Amini's death,"The journalists had reported on the 2022 hospitalization and death of Mahsa Amini, held in morality police custody over the dress code.",,357,"the 2022 hospitalization and subsequent death of a 22-year-old woman, Mahsa Amini, who was in morality police custody for allegedly violating Iran's conservative dress law",2024-01-17,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:13Z
596,incident,149,status,"bail granted, January 2024","The two journalists were granted bail of about 10 billion tomans after almost sixteen months in detention, and barred from leaving the country.",,357,had to pay bail of 10 billion tomans,2024-01-17,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:13Z
597,incident,150,action,"arrested at lunch, February 2022",Dong was arrested in February 2022 while having lunch with a Japanese diplomat in Beijing.,,358,He was arrested in February 2022 while having lunch with a Japanese diplomat in Beijing.,2025-09-30,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:19Z
598,incident,150,action,"seven-year sentence, November 2024",A court sentenced Dong to seven years in prison in November 2024.,,358,"Seven years imprisonment, handed down in November 2024.",2025-09-30,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:19Z
599,incident,151,action,charge stated,"Ling and Lee were charged with illegally crossing the border from China on March 17, 2009.",,359,Charged with illegally crossing the border from China on March 17,2010-02-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:24Z
600,incident,151,action,twenty-year sentence,A North Korean court sentenced the two journalists to twenty years of reform through hard labor.,,359,sentenced to 20 years of 'reform through hard labor',2010-02-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:25Z
601,incident,151,status,Clinton secures release,Ling and Lee returned to the United States after Bill Clinton traveled to Pyongyang and Kim Jong Il granted the pardons.,,359,returned to the United States after former President Bill Clinton traveled to Pyongyang to escort them home following behind-the-scenes negotiations,2010-02-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:26Z
602,incident,152,action,"arrest, January 22, 2022",Kabas was arrested from her home after midnight following her televised remark about Erdogan.,,360,jailed as a 'flight risk',2022-01-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:31Z
603,incident,152,action,the proverb quoted on air,Kabas made the comment about a palace and cattle during a televised political talk show discussion of Erdogan.,,360,"When cattle enters a palace, it does not become king but the palace becomes a stable",2022-01-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:32Z
604,incident,152,status,released pending appeal,"Kabas was found guilty, sentenced to two years and four months, and released pending appeal after 49 days in detention.",,361,"released pending appeal on March 11, 2022, after 49 days in detention",2023-06-22,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:32Z
605,incident,153,action,"11-year sentence, January 24, 2013",The court sentenced Somyot to 11 years in prison over the two 2010 magazine articles.,,362,11 years in prison,2013-01-24,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:38Z
606,incident,153,scope_of_action,articles under a pen name,The charge concerned two articles published under the pen name Jit Polachan in Voice of Taksin magazine.,,362,"Two articles written under the penname ""Jit Polachan"" and published in Voice of Taksin magazine in February and March 2010.",2013-01-24,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:38Z
607,incident,153,action,Somyot's court testimony,Somyot testified that the articles referred to a broad aristocratic elite rather than the king.,,362,"the articles did not refer to the king, but instead to a broad aristocratic elite",2013-01-24,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:39Z
608,incident,153,status,"released, April 30, 2018","Somyot was released on April 30, 2018, after serving his sentence in full.",,363,"Somyot completed his full sentence, so no conditions were placed on his release.",2018-05-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:40Z
609,incident,154,action,"six-year sentence, February 15, 2023",The court sentenced Ponomarenko to six years in prison and a five-year ban on journalistic activity.,,364,Six years in prison plus a five-year ban on journalistic activities,2023-02-15,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:45Z
610,incident,154,scope_of_action,Mariupol theater post,"The charge stemmed from Ponomarenko's Telegram post about an alleged Russian airstrike on a Mariupol theater, which Russia denies.",,364,"Ponomarenko published information in a Telegram news channel about an alleged Russian airstrike on a theater in Mariupol, Ukraine, which Russian authorities deny responsibility for.",2023-02-15,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:45Z
611,incident,154,action,final statement to the court,Ponomarenko told the court she would have asked for leniency only if she had committed a real crime.,,364,"she might have asked for leniency if she had committed a real crime, but said she had not",2023-02-15,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:46Z
612,incident,155,action,"eight-year sentence, February 8, 2023",The court sentenced Poczobut to eight years in prison on charges of inciting hatred and calling for sanctions.,,365,Belarusian authorities' sentencing of journalist Andrzej Poczobut to eight years in prison illustrates the government's never-ending cycle of repression against independent journalists.,2023-02-08,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:51Z
613,incident,155,scope_of_action,Belsat and TVP Polonia work,Poczobut was a commentator and producer for a program on the independent broadcaster Belsat TV and on Polish public broadcaster TVP Polonia.,,365,"political commentator and producer for Nad Niemnem, a TV program on Poland-based independent broadcaster Belsat TV and Polish public broadcaster TVP Polonia",2023-02-08,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:51Z
614,incident,155,status,"freed, April 28, 2026",Poczobut was freed as part of a prisoner exchange at the Polish-Belarusian border involving eight countries.,,366,"Andrzej Poczobut is free! Welcome to your Polish home, my friend",2026-04-28,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:52Z
615,incident,155,status,two-year diplomatic effort,Polish Prime Minister Donald Tusk described the exchange as the result of a two-year diplomatic effort.,,366,"the finale of a two-year-long intricate diplomatic game, full of dramatic twists",2026-04-28,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:53Z
616,incident,156,action,Pegasus traces confirmed,Amnesty International found forensic traces linked to Pegasus spyware on Panyi's phone.,,367,Amnesty International reported forensic traces linked to Pegasus on Panyi's phone.,2021-12-13,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:32:58Z
617,incident,157,action,"overnight detention, July 5, 2020",Police detained Radi and Imad Stitou overnight following a dispute with a camera operator who had been following Radi.,,368,Radi worked as an investigative journalist at Le Desk news website.,2020-07-06,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:03Z
618,incident,157,action,Pegasus confirmed on Radi's phone,"Amnesty International confirmed in 2020 that Pegasus spyware had been used against Radi, one of at least two Moroccan journalists targeted.",,369,"Amnesty International confirmed in 2020 that Pegasus spyware was used against Omar Radi, one of at least two Moroccan journalists targeted with this surveillance technology.",2022-10-13,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:04Z
619,incident,157,status,"pardoned, July 2024","Radi was released as part of a mass pardon marking the king's 25 years on the throne, after an original six-year sentence on separate charges.",,370,Six years on sexual assault charges,2024-10-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:05Z
620,incident,157,status,unclear status after release,Radi said he could not work as a journalist afterward because Moroccan accreditation rules require no criminal record.,,370,"In Morocco, in order for journalists to receive a press accreditation to legally work, they need not to have a criminal record. So, at the moment I cannot work in journalism until I figure out my unclear legal status.",2024-10-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:05Z
621,incident,158,action,"Citizen Lab finding, October 1, 2018",Citizen Lab found with a high degree of confidence that Abdulaziz had been targeted with Pegasus spyware linked to Saudi operators.,,371,with a high degree of confidence,2018-10-31,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:11Z
622,incident,158,scope_of_action,collaboration with Khashoggi,Abdulaziz and Khashoggi were collaborating on plans for a news and human rights website.,,371,plans for a news and human rights website,2018-10-31,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:11Z
623,incident,184,action,"phishing texts, June 19-20, 2017","Citizen Lab, R3D and Article 19 documented that Aristegui and Loret de Mola received phishing texts with fabricated family warnings that installed Pegasus spyware.",,372,"Investigative journalists Carmen Aristegui and Carlos Loret de Mola, along with human rights activists and anti-corruption figures.",2017-06-20,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:17Z
624,incident,184,stated_justification,government denial,President Pena Nieto's administration denied that any of its members conducted surveillance against journalists or human rights defenders without judicial authorization.,,372,"categorically denie[d] that any of its members engages in surveillance or communications operations against defenders of human rights, journalists, anti-corruption activists or any other person without prior judicial authorization",2017-06-20,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:17Z
625,incident,184,status,no conclusive attribution,Citizen Lab's report said the spyware could not be traced back to its senders and there was no conclusive evidence of who was behind the attacks.,,372,the software cannot be traced back to its original senders,2017-06-20,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:18Z
626,incident,159,action,476 outlets donated to KESMA,The number of outlets folded into the new foundation.,,373,"In December, the owners of 476 progovernment titles donated their outlets to a new non-profit entity called KESMA for free; the merger was exempted from antitrust review on ""national interest"" grounds.",2019-05-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:24Z
627,incident,160,action,"Dull dismissed July 22, 2020",Confirmation of the firing date.,,374,Szabolcs Dull was dismissed by company leadership in July.,2021-05-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:29Z
628,incident,160,action,Ownership passed to pro-government circles,Freedom House's description of the buyer.,,374,Index.hu was sold to progovernment business circles,2021-05-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:30Z
629,incident,161,action,Bodnar warns of editorial influence,Statement from Poland's human rights commissioner on the risk of the sale.,,375,"could easily gain influence over editorial boards, and thus transform a free press, which is tasked with producing honest and fact-based criticism of the public administration and the people who man it, into pro-government information and propaganda bulletins",2021-04-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:36Z
630,incident,161,action,"Media without choice protest, February 10, 2021",Description of the one-day protest by independent outlets.,,375,Media without choice,2021-04-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:36Z
631,incident,162,action,Court rules Zaman supported a terrorist organization,The court's stated basis for installing trustees.,,377,an Istanbul court on Friday ruled that Zaman and Today's Zaman support an alleged terrorist organization,2016-03-08,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:42Z
632,incident,162,action,New managers blocked journalists' access to servers and archives,Description of what the trustees did on taking control.,,377,the new managers took over the dailies' servers and archives and blocked journalists' access,2016-03-08,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:42Z
633,incident,163,action,"Dogan announces sale to Demiroren, March 21, 2018",The CPJ chronicle's description of the announced sale.,,378,"Doğan Holding, one of Turkey's largest conglomerates, on March 21 announced that it would sell its media assets to the pro-government Demirören Holding.",2018-03-28,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:48Z
634,incident,163,action,"Sale includes Hurriyet, Posta, Kanal D and CNN Turk",The specific outlets named as part of the sale.,,378,"Two of Turkey's top-selling newspapers, Hurriyet and Posta, and its main entertainment and news channels, Kanal D and CNN Turk, would be included in the sale, the news reports said.",2018-03-28,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:48Z
635,incident,185,action,CBC bureau closed and visas cancelled,Description of the action against CBC's Moscow bureau.,,336,Russian authorities have moved to close the outlet's Moscow bureau and cancel the visa and accreditations of its journalists,2022-03-11,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:54Z
636,incident,185,effect_on_reporting,Russia establishing total control over information after the invasion,CPJ's broader characterization of Russia's actions since the invasion began.,,336,"Russian authorities have moved quickly to establish total censorship and control over the free flow of information since Russia invaded Ukraine on February 24,",2022-03-11,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:54Z
637,incident,185,action,Roskomnadzor also blocked BBC Russian and Deutsche Welle,Related blocking action against other foreign outlets in the same period.,,401,"Roskomnadzor on Friday, March 4, blocked access to several news websites, including those of BBC Russian, German public broadcaster Deutsche Welle",2022-03-04,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:33:55Z
638,incident,164,action,Expulsion follows a similar 2021 case,Reference tying Gardner's case to the earlier expulsion of a New York Times reporter.,,379,Gardner's expulsion came almost a year after Ethiopian authorities similarly expelled New York Times reporter Simon Marks,2022-05-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:01Z
639,incident,186,action,Campaign shares his home address,Description of what the coordinated accounts posted about him.,,382,"They had the exact address, including the name of the owner of the house, which I didn't even know.",2018-09-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:06Z
640,incident,186,action,Accounts appeared automated and coordinated,CPJ's description of the campaign's coordinated character.,,382,"Some of the accounts sharing these posts appeared automated, using the same language and images and posting within minutes of each other",2018-09-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:07Z
641,incident,186,effect_on_reporting,Users call for his capture or expulsion,The kind of response the campaign encouraged from other users.,,382,"called for him to be captured and turned over to police, tortured, or expelled from the country",2018-09-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:07Z
642,incident,165,action,Detained while renewing residence permit,Circumstances of her detention.,,381,"The journalist was taken into custody the day before, when she tried to renew her residence permit at the Foreigners' Office in Istanbul.",2019-01-17,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:13Z
643,incident,165,action,"Held overnight, deported without collecting belongings",Details of her overnight detention and removal.,,381,"She was detained overnight at a police station, and put on the plane the following day without being allowed to visit her house to pack.",2019-01-17,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:13Z
644,incident,166,action,Cancellation follows a Time cover story critical of Modi,Link between the article and the government's notice.,,380,criticized Prime Minister Narendra Modi in a May cover story he wrote for Time magazine,2019-11-07,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:19Z
645,incident,166,action,CPJ says targeting immigration status shows intolerance of criticism,CPJ's assessment of the government's action.,,380,Targeting a journalist's immigration status after the publication of a critical article shows that the Bharatiya Janata Party is intolerant of criticism and freedom of the press,2019-11-07,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:20Z
646,incident,167,action,Total blockage of mobile data in Rakhine,Description of the shutdown's severity in Rakhine State.,,383,It's a total blockage of mobile data in the northern cities and rural areas of Rakhine.,2021-05-03,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:25Z
647,incident,167,action,"Shutdown followed the February 1, 2021 seizure of power",CPJ's framing of the shutdown as one of three extended shutdowns it documented that spring.,,383,"Journalists struggle to work amid extended internet shutdowns in Myanmar, Ethiopia, Kashmir",2021-05-03,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:26Z
648,incident,168,action,Internet connectivity remains shut off,Direct statement on the state of connectivity in Tigray.,,383,Internet connectivity remains shut off.,2021-05-03,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:31Z
649,incident,168,action,Shutdown documented alongside Myanmar and Kashmir,CPJ grouping the Tigray blackout with two other extended shutdowns it tracked in the same period.,,383,"Journalists struggle to work amid extended internet shutdowns in Myanmar, Ethiopia, Kashmir",2021-05-03,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:32Z
650,incident,169,action,"Roskomnadzor blocks five named outlets, March 4, 2022",List of the outlets blocked on that date.,,401,"Roskomnadzor on Friday, March 4, blocked access to several news websites, including those of BBC Russian, German public broadcaster Deutsche Welle, Latvia-based independent news site Meduza, the Russian-language service of U.S. Congress-funded broadcaster Voice of America (VOA)",2022-03-04,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:37Z
651,incident,169,action,New law sets up to 15 years for spreading 'fakes',The new criminal penalty adopted the same day.,,401,"The Russian legislature adopted amendments to the criminal code introducing higher penalties, such as fines, criminal liabilities, and imposing prison terms of up to 15 years for those convicted of disseminating ""fakes,""",2022-03-04,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:38Z
652,incident,169,action,Facebook and Twitter also blocked,Confirmation that social media platforms were blocked the same day.,,401,Roskomnadzor confirmed...that Facebook and Twitter are blocked.,2022-03-04,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:39Z
653,incident,170,action,Near-total shutdown for nearly a week,Duration of the shutdown.,,384,a near-total shutdown of internet service for nearly a week,2020-01-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:44Z
654,incident,170,action,Connectivity drops to 5 percent of normal,Scale of the reduction in connectivity.,,384,connectivity dropped to just 5 percent of normal levels for several days,2020-01-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:45Z
655,incident,171,action,Facebook page and X account blocked on consecutive days,Timeline of the two platform blocks.,,385,"On Monday, August 21, Gaon Savera's Facebook page became inaccessible in India, and its account on X, formerly known as Twitter, was also blocked the following day",2023-08-24,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:50Z
656,incident,171,action,Outlet described as independent,CPJ's description of Gaon Savera as an independent news outlet in its report on the blocks.,,385,the independent news website Gaon Savera,2023-08-24,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:51Z
657,incident,172,action,China said to fear independent reporting on its COVID-19 response,CPJ's assessment of the motive behind her arrest.,,386,"China professes pride in its handling of the COVID-19 pandemic, but appears deathly afraid of allowing independent journalists like Zhang Zhan to freely tell the story of what is happening,",2020-05-18,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:57Z
658,incident,172,action,She faced up to five years if convicted,The potential sentence reported at the time of arrest.,,386,"If convicted, she could face up to five years in prison",2020-05-18,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:34:58Z
659,incident,173,action,Convicted of inciting hatred and calling for sanctions,The formal basis of his conviction.,,365,"convicted Poczobut of inciting hatred and ""calling for sanctions,""",2023-02-08,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:03Z
660,incident,173,action,CPJ calls it part of a cycle of repression,CPJ's characterization of the sentence.,,365,Belarusian authorities' sentencing of journalist Andrzej Poczobut to eight years in prison illustrates the government's never-ending cycle of repression,2023-02-08,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:04Z
661,incident,173,status,"Held 1,860 days before release",The total length of his detention before the 2026 exchange.,,366,"Poczobut had been detained for 1,860 days, having been held since March 2021 before his February 2023 sentencing to eight years in prison.",2026-04-28,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:04Z
662,incident,173,status,22 other journalists remained imprisoned in Belarus,Scale of ongoing imprisonment reported at the time of his release.,,366,22 journalists remained imprisoned in Belarus as of April 28,2026-04-28,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:05Z
663,incident,174,action,Indictment accuses him of collecting secret information for the CIA,The formal charge against Gershkovich.,,387,"collecting ""secret information"" for the CIA on a Russian tank factory",2024-07-19,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:10Z
664,incident,174,status,Released with Kurmasheva in prisoner exchange,Confirmation of the August 2024 release.,,388,Evan and Alsu were detained and sentenced on spurious charges…,2024-08-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:11Z
665,incident,187,action,Convicted and sentenced to seven and a half years,The court's verdict and sentence.,,389,"convicted Khadija Ismayilova...of illegal business, tax evasion, abuse of power, and embezzlement, and sentenced her to seven and a half years in prison",2015-09-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:16Z
666,incident,187,stated_justification,CPJ determines charges were retaliation for her reporting,CPJ's assessment of the motive behind the prosecution.,,389,CPJ has determined the charges to be retaliation for Ismayilova's reporting on corruption in the Azerbaijani government.,2015-09-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:16Z
667,incident,187,status,Sentence converted and she is ordered released,Description of the May 2016 Supreme Court decision.,,390,The court converted Ismayilova's jail term into a three-and-a half-year suspended term,2016-05-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:17Z
668,incident,175,action,"Arrested at Rappler's bureau, held overnight",Description of the arrest and overnight detention.,,391,arrested Ressa at Rappler's bureau in Manila and held her overnight over a cyber libel case,2019-02-14,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:22Z
669,incident,175,action,Case tied to a 2012 story predating the law,The story and law timeline underlying the charge.,,391,"in connection to a story published by Rappler in 2012, before the law was enacted",2019-02-14,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:22Z
670,incident,176,action,Never publicly charged or tried,Description of Isaac's legal status after years in detention.,,392,He has never been publicly charged with a crime or been given a trial.,2010-04-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:27Z
671,incident,176,action,Many first detained in the 2001 restrictions on dissent and independent media,CPJ's description of when the detentions began.,,392,"Many were first detained in 2001, when the government cracked down on political dissent and the independent media.",2010-04-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:28Z
672,incident,176,action,Constitution suspended after closing private newspapers,Description tying the closures to the constitution's suspension.,,392,a document President Isaias Afeworki indefinitely suspended in September 2001 after shutting down private newspapers like Isaac's Setit,2010-04-16,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:29Z
673,incident,177,action,Conviction and sentencing of up to six years,CPJ's description of the verdict's severity.,,393,Today's conviction and sentencing of Maria Ressa of up to six years in jail is an outrageous crime against press freedom,2020-06-15,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-23T01:35:35Z
